CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,default,application_year,application_month
greater_200,17,credits_paid_to_date,appliances,8126,unknown,unemployed,4,female,co-applicant,4,real_estate,39,bank,own,4,unemployed,1,none,yes,0,2023,8
less_0,8,all_credits_paid_back,car_used,250,less_100,less_1,1,female,none,1,real_estate,22,stores,own,1,skilled,1,none,yes,0,2024,7
0_to_200,6,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,35,none,own,1,skilled,1,none,yes,0,2024,2
no_checking,50,outstanding_credit,appliances,8097,greater_1000,greater_7,2,male,co-applicant,3,unknown,39,none,own,2,skilled,1,none,yes,1,2023,2
greater_200,36,prior_payments_delayed,furniture,1387,100_to_500,1_to_4,4,male,none,1,savings_insurance,44,none,own,1,skilled,1,none,yes,0,2022,6
0_to_200,14,credits_paid_to_date,car_used,3058,less_100,less_1,2,male,none,1,real_estate,21,none,rent,2,skilled,1,none,yes,0,2022,5
no_checking,9,outstanding_credit,retraining,5079,unknown,unemployed,2,male,co-applicant,2,car_other,31,bank,own,3,unskilled,2,yes,yes,0,2022,8
no_checking,35,credits_paid_to_date,car_new,5706,500_to_1000,greater_7,3,female,guarantor,5,unknown,25,none,free,1,unemployed,2,none,no,1,2023,11
0_to_200,16,credits_paid_to_date,car_used,1900,100_to_500,unemployed,1,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,0,2024,5
no_checking,28,prior_payments_delayed,appliances,5374,500_to_1000,less_1,3,female,co-applicant,3,savings_insurance,28,none,own,1,skilled,1,yes,yes,1,2022,11
less_0,6,all_credits_paid_back,car_new,899,less_100,less_1,3,female,none,1,real_estate,24,none,rent,1,skilled,1,none,yes,0,2023,6
0_to_200,20,credits_paid_to_date,retraining,309,unknown,4_to_7,3,male,guarantor,2,unknown,34,none,own,1,unskilled,1,none,no,1,2023,6
less_0,6,all_credits_paid_back,vacation,3889,less_100,1_to_4,1,female,none,1,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0,2022,10
no_checking,39,prior_payments_delayed,appliances,10097,100_to_500,4_to_7,4,male,co-applicant,2,car_other,58,none,free,2,skilled,1,yes,yes,0,2024,8
0_to_200,7,prior_payments_delayed,radio_tv,4402,less_100,less_1,3,male,none,4,car_other,43,stores,own,2,unskilled,1,none,yes,0,2024,2
less_0,6,all_credits_paid_back,car_new,2474,less_100,less_1,2,female,none,1,savings_insurance,36,none,own,1,skilled,2,none,yes,0,2023,6
no_checking,43,prior_payments_delayed,furniture,8940,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,36,none,free,2,skilled,1,yes,yes,1,2023,2
no_checking,45,credits_paid_to_date,appliances,2572,100_to_500,4_to_7,3,female,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,0,2023,9
0_to_200,23,credits_paid_to_date,furniture,4857,less_100,less_1,3,female,co-applicant,4,car_other,50,none,own,1,skilled,1,none,yes,0,2023,7
no_checking,45,credits_paid_to_date,appliances,1613,100_to_500,4_to_7,2,female,none,5,savings_insurance,29,none,own,1,skilled,1,none,yes,0,2021,12
0_to_200,11,credits_paid_to_date,vacation,4698,less_100,1_to_4,4,female,none,3,savings_insurance,19,none,rent,2,skilled,1,none,yes,0,2024,4
less_0,18,all_credits_paid_back,furniture,250,less_100,less_1,1,male,none,1,real_estate,30,none,own,2,skilled,1,none,yes,0,2021,5
no_checking,30,outstanding_credit,appliances,7604,500_to_1000,1_to_4,4,male,none,5,unknown,57,none,free,2,management_self-employed,2,yes,yes,1,2024,2
no_checking,6,credits_paid_to_date,car_used,4820,less_100,4_to_7,2,male,none,3,savings_insurance,51,none,own,3,skilled,2,yes,yes,1,2023,6
less_0,16,credits_paid_to_date,retraining,1703,less_100,1_to_4,3,female,none,1,savings_insurance,25,bank,rent,1,unskilled,1,none,yes,0,2023,10
0_to_200,18,prior_payments_delayed,car_new,3161,less_100,4_to_7,4,male,none,1,savings_insurance,41,bank,rent,1,unskilled,1,yes,yes,0,2021,7
no_checking,6,prior_payments_delayed,radio_tv,4308,100_to_500,less_1,3,female,none,3,car_other,41,none,own,2,skilled,2,yes,yes,0,2022,7
less_0,11,all_credits_paid_back,radio_tv,511,100_to_500,less_1,1,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,0,2024,11
0_to_200,22,credits_paid_to_date,retraining,3510,less_100,less_1,3,female,none,3,savings_insurance,22,none,own,1,skilled,1,none,yes,0,2023,4
no_checking,6,all_credits_paid_back,car_new,968,500_to_1000,4_to_7,2,male,none,2,real_estate,32,none,own,1,skilled,1,none,yes,0,2022,9
less_0,22,prior_payments_delayed,furniture,2316,500_to_1000,greater_7,2,male,none,2,car_other,46,stores,own,2,skilled,1,none,yes,0,2021,8
no_checking,6,credits_paid_to_date,radio_tv,250,unknown,4_to_7,3,male,none,1,car_other,44,stores,rent,1,skilled,1,yes,yes,0,2023,6
no_checking,41,credits_paid_to_date,vacation,6074,unknown,greater_7,3,male,none,5,car_other,35,none,own,2,skilled,2,yes,yes,1,2021,8
no_checking,35,outstanding_credit,appliances,7391,unknown,greater_7,4,male,co-applicant,4,unknown,58,stores,own,3,unskilled,2,yes,yes,1,2024,8
less_0,19,all_credits_paid_back,car_used,1573,less_100,less_1,2,female,none,2,real_estate,21,none,rent,1,skilled,1,none,yes,0,2024,11
no_checking,39,prior_payments_delayed,other,8423,500_to_1000,1_to_4,2,male,none,2,savings_insurance,55,none,own,3,skilled,1,yes,yes,1,2023,3
0_to_200,25,credits_paid_to_date,radio_tv,2340,less_100,4_to_7,2,male,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2021,10
less_0,11,prior_payments_delayed,furniture,2375,500_to_1000,greater_7,3,male,none,1,car_other,39,stores,own,2,skilled,1,none,yes,0,2024,8
0_to_200,7,all_credits_paid_back,car_new,250,less_100,1_to_4,3,female,none,1,real_estate,26,none,own,1,skilled,1,none,yes,0,2024,5
less_0,10,credits_paid_to_date,car_new,2784,less_100,less_1,2,female,co-applicant,1,savings_insurance,45,none,own,1,skilled,1,none,yes,0,2024,9
no_checking,35,outstanding_credit,vacation,9872,500_to_1000,greater_7,4,male,co-applicant,5,unknown,65,none,free,1,skilled,2,yes,yes,1,2022,9
0_to_200,16,credits_paid_to_date,furniture,3351,less_100,unemployed,4,female,none,1,real_estate,40,none,own,1,skilled,1,none,yes,0,2023,12
no_checking,43,prior_payments_delayed,appliances,5309,500_to_1000,greater_7,4,male,none,3,car_other,47,bank,own,3,unemployed,2,yes,yes,1,2023,11
no_checking,42,outstanding_credit,retraining,6519,500_to_1000,4_to_7,4,male,none,4,savings_insurance,48,stores,free,1,unskilled,2,yes,yes,1,2021,2
no_checking,40,prior_payments_delayed,other,6820,500_to_1000,1_to_4,4,male,none,4,savings_insurance,53,none,own,2,skilled,1,yes,yes,1,2023,5
0_to_200,6,prior_payments_delayed,car_new,596,less_100,1_to_4,3,male,none,1,real_estate,34,none,own,1,skilled,1,none,yes,0,2024,11
greater_200,26,prior_payments_delayed,furniture,1062,100_to_500,1_to_4,2,male,none,2,savings_insurance,44,none,own,1,skilled,1,none,yes,0,2022,1
0_to_200,20,credits_paid_to_date,retraining,4363,less_100,less_1,3,female,none,3,savings_insurance,25,none,own,2,skilled,1,none,yes,0,2021,3
less_0,17,all_credits_paid_back,car_used,501,less_100,less_1,3,female,none,1,real_estate,26,none,rent,1,skilled,1,none,yes,0,2021,2
0_to_200,15,credits_paid_to_date,vacation,3482,100_to_500,1_to_4,2,female,none,1,real_estate,31,none,own,1,skilled,1,none,yes,0,2023,6
0_to_200,9,prior_payments_delayed,car_new,250,less_100,1_to_4,2,male,none,3,real_estate,28,none,own,1,skilled,1,none,yes,0,2022,12
0_to_200,7,no_credits,car_new,4971,less_100,unemployed,1,female,none,2,car_other,27,none,own,2,skilled,1,none,yes,0,2021,2
0_to_200,6,all_credits_paid_back,car_used,743,less_100,unemployed,1,female,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0,2024,7
0_to_200,6,no_credits,car_new,3642,less_100,unemployed,1,female,none,4,car_other,23,none,own,1,skilled,1,none,yes,0,2024,7
less_0,17,no_credits,other,644,greater_1000,1_to_4,3,male,guarantor,3,real_estate,40,stores,own,2,skilled,1,none,no,1,2022,1
less_0,24,all_credits_paid_back,car_new,2740,500_to_1000,4_to_7,2,male,none,3,unknown,30,stores,own,2,unskilled,1,none,yes,0,2023,9
0_to_200,11,prior_payments_delayed,car_used,394,less_100,less_1,2,female,none,4,savings_insurance,36,bank,rent,1,unskilled,1,none,yes,0,2023,7
no_checking,37,outstanding_credit,appliances,6656,500_to_1000,greater_7,4,male,co-applicant,5,unknown,42,none,free,1,skilled,2,yes,yes,1,2023,4
less_0,22,credits_paid_to_date,car_used,250,less_100,4_to_7,3,female,none,1,real_estate,40,none,free,2,skilled,1,none,yes,0,2023,3
no_checking,31,outstanding_credit,radio_tv,11632,unknown,greater_7,4,male,co-applicant,5,unknown,49,stores,own,2,unemployed,2,yes,yes,1,2021,10
0_to_200,12,credits_paid_to_date,car_new,250,less_100,less_1,1,female,none,1,real_estate,28,none,own,1,skilled,1,none,yes,0,2023,7
less_0,24,credits_paid_to_date,car_new,3555,less_100,1_to_4,3,male,none,1,real_estate,28,none,own,1,skilled,1,none,yes,0,2024,3
less_0,13,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,2,savings_insurance,38,stores,own,2,skilled,1,none,yes,0,2024,11
no_checking,35,outstanding_credit,repairs,5433,unknown,greater_7,4,male,co-applicant,4,car_other,43,none,free,1,management_self-employed,2,yes,yes,1,2021,8
0_to_200,13,credits_paid_to_date,other,562,100_to_500,4_to_7,2,male,guarantor,2,real_estate,19,none,own,1,management_self-employed,1,none,no,0,2024,10
greater_200,12,outstanding_credit,car_new,4528,100_to_500,4_to_7,3,male,none,3,real_estate,31,stores,free,1,management_self-employed,1,none,no,0,2024,11
no_checking,27,outstanding_credit,furniture,4274,500_to_1000,greater_7,4,male,none,5,unknown,34,none,free,2,skilled,2,yes,yes,1,2022,5
0_to_200,19,prior_payments_delayed,car_new,5781,100_to_500,1_to_4,1,male,none,5,car_other,38,none,rent,3,management_self-employed,1,none,yes,0,2024,11
less_0,14,all_credits_paid_back,car_new,250,100_to_500,less_1,3,male,none,3,savings_insurance,26,none,rent,1,skilled,1,none,yes,0,2021,1
less_0,9,no_credits,car_new,250,less_100,unemployed,1,male,none,3,real_estate,19,none,rent,2,skilled,1,none,yes,0,2024,6
less_0,6,credits_paid_to_date,car_new,571,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,0,2023,11
no_checking,22,prior_payments_delayed,repairs,5528,100_to_500,4_to_7,3,male,none,4,car_other,27,none,own,2,skilled,1,none,yes,1,2023,11
0_to_200,6,all_credits_paid_back,car_used,279,less_100,unemployed,1,female,none,3,real_estate,19,none,rent,1,management_self-employed,1,none,yes,0,2024,3
greater_200,26,outstanding_credit,business,826,unknown,greater_7,3,female,guarantor,1,car_other,19,none,rent,1,unemployed,1,yes,yes,0,2022,8
0_to_200,29,credits_paid_to_date,car_used,2453,100_to_500,4_to_7,4,male,none,5,car_other,22,bank,own,1,unemployed,1,yes,yes,0,2023,7
less_0,14,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,26,bank,rent,1,unskilled,1,none,yes,0,2024,6
less_0,15,all_credits_paid_back,vacation,3174,less_100,less_1,2,female,none,1,savings_insurance,22,stores,own,2,skilled,1,none,yes,0,2021,4
0_to_200,7,all_credits_paid_back,car_used,333,less_100,unemployed,4,female,none,3,real_estate,19,none,rent,2,management_self-employed,2,none,yes,0,2024,8
greater_200,6,credits_paid_to_date,education,2192,500_to_1000,unemployed,2,male,guarantor,1,real_estate,25,bank,own,1,skilled,1,yes,yes,1,2024,3
0_to_200,15,prior_payments_delayed,radio_tv,4278,less_100,less_1,4,male,none,3,car_other,37,stores,own,2,unskilled,1,none,yes,0,2023,10
0_to_200,12,prior_payments_delayed,car_new,3885,less_100,4_to_7,4,male,none,2,savings_insurance,32,bank,rent,1,unskilled,1,yes,yes,0,2024,9
greater_200,37,prior_payments_delayed,vacation,7683,500_to_1000,4_to_7,4,male,none,3,unknown,52,none,own,2,skilled,2,yes,yes,1,2024,9
0_to_200,8,credits_paid_to_date,vacation,2479,less_100,1_to_4,3,female,none,1,savings_insurance,29,none,rent,1,skilled,1,none,yes,0,2021,8
no_checking,44,prior_payments_delayed,appliances,9078,100_to_500,4_to_7,4,male,co-applicant,2,car_other,53,none,free,2,skilled,1,yes,yes,0,2022,8
less_0,8,no_credits,car_used,1034,500_to_1000,4_to_7,2,female,none,1,unknown,27,none,own,1,unskilled,1,yes,yes,0,2021,7
no_checking,26,outstanding_credit,appliances,9297,500_to_1000,1_to_4,3,male,none,4,unknown,34,none,own,1,skilled,1,none,yes,0,2022,10
less_0,22,credits_paid_to_date,car_new,2063,less_100,less_1,4,female,co-applicant,1,savings_insurance,24,none,own,1,skilled,1,none,yes,0,2023,8
less_0,17,prior_payments_delayed,car_new,686,less_100,1_to_4,2,male,none,2,savings_insurance,41,none,own,2,skilled,1,yes,yes,1,2024,2
no_checking,11,no_credits,car_new,1567,less_100,1_to_4,2,female,none,4,real_estate,44,none,own,2,management_self-employed,2,none,yes,0,2023,7
0_to_200,33,credits_paid_to_date,furniture,3459,less_100,4_to_7,4,male,none,3,savings_insurance,33,none,own,1,skilled,1,yes,yes,0,2021,9
0_to_200,36,outstanding_credit,education,4723,greater_1000,less_1,3,male,co-applicant,1,savings_insurance,34,stores,free,2,unemployed,1,yes,yes,0,2023,7
0_to_200,37,prior_payments_delayed,appliances,5065,100_to_500,1_to_4,3,female,none,3,unknown,34,none,own,1,skilled,2,yes,yes,1,2021,8
0_to_200,18,credits_paid_to_date,car_new,983,500_to_1000,1_to_4,2,male,co-applicant,4,car_other,35,none,free,1,skilled,1,yes,yes,1,2024,3
less_0,6,credits_paid_to_date,car_new,2517,100_to_500,less_1,1,female,none,3,savings_insurance,21,none,rent,1,skilled,1,none,yes,0,2021,1
less_0,26,prior_payments_delayed,car_used,1387,greater_1000,1_to_4,2,male,none,5,real_estate,25,stores,rent,1,skilled,1,none,yes,0,2022,7
no_checking,26,outstanding_credit,appliances,6613,500_to_1000,greater_7,4,male,co-applicant,5,unknown,46,none,free,2,skilled,2,yes,yes,1,2023,4
no_checking,25,prior_payments_delayed,furniture,2825,100_to_500,1_to_4,2,female,none,2,real_estate,37,stores,own,1,unskilled,1,yes,yes,0,2023,3
no_checking,33,prior_payments_delayed,other,3541,unknown,4_to_7,2,male,none,2,savings_insurance,33,bank,own,1,unemployed,1,none,yes,0,2023,6
less_0,26,credits_paid_to_date,furniture,2490,less_100,4_to_7,3,male,none,3,savings_insurance,41,bank,own,1,unemployed,2,none,yes,0,2022,2
less_0,41,outstanding_credit,appliances,3557,100_to_500,1_to_4,3,male,none,4,unknown,36,bank,own,1,unskilled,1,yes,yes,0,2022,4
less_0,18,credits_paid_to_date,furniture,606,less_100,less_1,4,female,none,1,car_other,37,none,own,1,skilled,1,none,yes,0,2022,3
less_0,9,all_credits_paid_back,car_used,250,less_100,less_1,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,0,2024,3
greater_200,20,credits_paid_to_date,radio_tv,4028,less_100,less_1,4,male,none,2,car_other,33,stores,own,3,unskilled,1,none,yes,0,2024,2
no_checking,43,prior_payments_delayed,other,7556,500_to_1000,1_to_4,3,male,none,4,savings_insurance,49,none,own,1,management_self-employed,1,none,yes,0,2024,4
greater_200,12,all_credits_paid_back,education,4210,less_100,unemployed,1,female,none,2,savings_insurance,30,none,own,1,management_self-employed,2,none,yes,0,2021,11
less_0,20,credits_paid_to_date,car_new,1510,less_100,1_to_4,1,female,none,3,savings_insurance,46,stores,own,3,skilled,1,none,yes,0,2024,8
0_to_200,32,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,4,real_estate,26,stores,own,1,skilled,1,none,yes,0,2023,2
less_0,8,all_credits_paid_back,car_new,900,less_100,less_1,1,female,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,0,2021,6
0_to_200,25,credits_paid_to_date,retraining,250,less_100,less_1,3,female,none,2,savings_insurance,23,stores,own,1,skilled,1,none,yes,0,2021,4
no_checking,14,credits_paid_to_date,furniture,2203,500_to_1000,greater_7,2,male,none,3,savings_insurance,38,none,own,2,skilled,2,none,yes,0,2023,11
less_0,18,all_credits_paid_back,car_new,250,100_to_500,less_1,1,male,none,1,savings_insurance,20,none,rent,1,skilled,1,none,yes,0,2022,6
greater_200,15,credits_paid_to_date,car_new,354,greater_1000,less_1,2,male,co-applicant,1,real_estate,34,none,own,1,skilled,1,yes,yes,0,2021,6
no_checking,37,outstanding_credit,appliances,7463,500_to_1000,greater_7,4,male,co-applicant,5,unknown,46,none,free,2,skilled,2,yes,yes,1,2024,12
no_checking,9,no_credits,car_new,418,less_100,1_to_4,4,female,none,3,real_estate,44,none,own,2,management_self-employed,2,none,yes,0,2021,12
0_to_200,37,credits_paid_to_date,furniture,8815,greater_1000,1_to_4,4,male,none,4,car_other,28,none,own,1,unemployed,1,none,no,1,2022,4
greater_200,6,all_credits_paid_back,education,3213,less_100,unemployed,1,female,none,4,savings_insurance,31,none,own,1,management_self-employed,1,none,yes,0,2021,11
greater_200,38,all_credits_paid_back,car_used,4496,less_100,4_to_7,3,male,none,3,savings_insurance,36,none,own,2,skilled,1,yes,yes,0,2021,3
0_to_200,7,prior_payments_delayed,car_new,4249,less_100,4_to_7,4,male,co-applicant,5,car_other,58,none,own,1,skilled,1,none,yes,1,2021,11
less_0,44,outstanding_credit,appliances,3653,100_to_500,1_to_4,4,male,none,4,unknown,34,bank,own,1,unskilled,1,yes,yes,0,2023,4
no_checking,6,credits_paid_to_date,furniture,380,greater_1000,4_to_7,3,male,none,3,savings_insurance,46,none,own,2,skilled,1,yes,yes,0,2024,3
0_to_200,22,credits_paid_to_date,car_used,2519,less_100,less_1,2,male,none,2,real_estate,22,none,rent,1,skilled,1,none,yes,0,2024,4
less_0,12,credits_paid_to_date,retraining,2806,less_100,1_to_4,4,female,none,2,savings_insurance,19,bank,rent,1,unskilled,1,none,yes,0,2022,12
0_to_200,12,prior_payments_delayed,car_new,4495,100_to_500,1_to_4,4,male,none,2,car_other,36,none,rent,2,management_self-employed,1,none,yes,0,2022,7
no_checking,34,prior_payments_delayed,other,8678,500_to_1000,1_to_4,4,male,none,5,savings_insurance,37,none,own,2,management_self-employed,1,none,yes,0,2023,12
less_0,13,credits_paid_to_date,car_used,250,less_100,4_to_7,4,female,none,2,real_estate,41,none,free,2,skilled,1,none,yes,0,2023,4
less_0,14,prior_payments_delayed,car_new,1961,less_100,1_to_4,3,male,none,2,savings_insurance,40,none,own,2,skilled,1,yes,yes,1,2023,6
0_to_200,14,no_credits,retraining,258,unknown,unemployed,2,female,none,1,unknown,19,stores,own,1,unemployed,1,none,no,0,2022,2
0_to_200,7,all_credits_paid_back,car_used,250,less_100,1_to_4,3,female,none,1,savings_insurance,20,none,rent,1,skilled,1,none,yes,0,2021,3
less_0,8,prior_payments_delayed,furniture,1572,less_100,less_1,1,female,none,4,car_other,53,none,rent,1,skilled,1,none,yes,0,2022,8
no_checking,21,outstanding_credit,radio_tv,2941,unknown,4_to_7,4,male,none,5,savings_insurance,39,none,own,2,skilled,2,yes,yes,0,2022,4
0_to_200,33,prior_payments_delayed,car_used,3663,greater_1000,greater_7,4,male,none,3,savings_insurance,38,none,own,2,skilled,1,none,yes,0,2023,2
less_0,6,credits_paid_to_date,car_new,977,less_100,1_to_4,1,female,none,1,real_estate,19,stores,own,1,skilled,2,none,yes,0,2022,4
no_checking,32,prior_payments_delayed,radio_tv,3921,500_to_1000,1_to_4,4,male,none,2,savings_insurance,43,none,own,2,management_self-employed,1,none,yes,1,2024,12
no_checking,11,prior_payments_delayed,car_new,250,100_to_500,4_to_7,4,male,none,4,savings_insurance,49,none,own,2,management_self-employed,1,none,yes,0,2024,10
no_checking,36,outstanding_credit,repairs,4467,greater_1000,greater_7,4,male,none,4,car_other,42,none,own,1,skilled,1,yes,yes,1,2024,7
